idJurisdicao,nome,ativo,idOrgaoPje,id,table
262,Gab. do Juiz Francisco Seráphico da Nóbrega Coutinho,False,2,783,orgao_julgador
262,Gab. do Juiz Valdir Maia - Inativo,False,3,784,orgao_julgador
262,Gab. da Juíza Ana Carolina Maranhão de Melo,False,4,785,orgao_julgador
262,Gab. do Juiz Ricardo Procópio Bandeira de Melo,False,5,786,orgao_julgador
262,Gab. da Juíza Ticiana Maria Delgado Nobre,False,6,787,orgao_julgador
262,Gab. do Juiz Raimundo Carlyle de Oliveira Costa,False,7,788,orgao_julgador
262,Gab. do Juiz Gustavo Marinho Nogueira Fernandes,False,8,789,orgao_julgador
262,Gab. do Juiz Francisco Gabriel Maia Neto,False,9,790,orgao_julgador
262,Gab. da Juíza Tatiana Socoloski,False,10,791,orgao_julgador
263,Gab. Des. Amaury Moura Sobrinho no Pleno,True,11,792,orgao_julgador
263,Gab. Des. Amilcar Maia na Câmara Cível,True,12,793,orgao_julgador
263,Gab. da Presidência,False,13,794,orgao_julgador
263,Gab. Des. Dilermando Mota na Câmara Cível - Juiz Convocado Dr. Ricardo Tinoco de Goes,True,14,795,orgao_julgador
263,Gab. Des. Claudio Santos na Câmara Cível,True,15,796,orgao_julgador
263,Gab. Des. Gilson Barbosa no Pleno,True,16,797,orgao_julgador
263,Gab. Des. Glauber Rêgo no Pleno,True,17,798,orgao_julgador
263,Gab. Des. Ibanez Monteiro na Câmara Cível,True,18,799,orgao_julgador
263,Gab. Des. João Rebouças na Câmara Cível,True,19,800,orgao_julgador
263,Gab. Desª. Judite Nunes na Câmara Cível,True,20,801,orgao_julgador
263,Gab. Des. Maria Zeneide no Pleno,True,21,802,orgao_julgador
263,Gab. Des. Saraiva Sobrinho no Pleno,True,22,803,orgao_julgador
263,Gab. Des. Virgílio Macêdo na Câmara Cível,True,23,804,orgao_julgador
263,Gab. Des. Vivaldo Pinheiro na Câmara Cível -  Juíza  Convocada Dra. Maria Neize de Andrade,True,24,805,orgao_julgador
263,Gab. Des. Amílcar Maia no Pleno,True,27,806,orgao_julgador
263,Gab. Des. Cornélio Alves no Pleno,True,28,807,orgao_julgador
263,Gab. Des. Dilermando Mota no Pleno,True,29,808,orgao_julgador
263,Gab. Des. Claudio Santos no Pleno,True,30,809,orgao_julgador
263,Gab. Des. Ibanez Monteiro no Pleno,True,33,810,orgao_julgador
263,Gab. Des. João Rebouças no Pleno,True,35,811,orgao_julgador
263,Gab. Des. Virgílio Macêdo Junior no Pleno,True,38,812,orgao_julgador
263,Gab. Des. Vivaldo Pinheiro no Pleno,False,39,813,orgao_julgador
263,Gab. Des. Judite Nunes no Pleno,True,40,814,orgao_julgador
263,Gab. Des. Cornélio Alves na Câmara Cível,True,41,815,orgao_julgador
263,Gab. Des. Amaury Moura Sobrinho na Câmara Cível,True,42,816,orgao_julgador
263,Gab. da Vice-Presidência no Pleno,True,43,817,orgao_julgador
263,CEJUSC 2º Grau,False,44,818,orgao_julgador
266,TUJ Gab. da Juíza Sandra Simões de Souza Dantas Elali,False,46,819,orgao_julgador
266,TUJ Gab. do Juiz Ricardo Procópio Bandeira de Melo,True,48,820,orgao_julgador
266,TUJ Gab. do Juiz Madson Ottoni de Almeida Rodrigues,False,49,821,orgao_julgador
266,Gabinete do Presidente da TUJ,True,50,822,orgao_julgador
263,Gab. Des. Glauber Rêgo na Câmara Criminal,True,51,823,orgao_julgador
263,Gab. Des. Saraiva Sobrinho na Câmara Criminal,True,52,824,orgao_julgador
263,Gab. Des. Gilson Barbosa na Câmara Criminal,True,54,825,orgao_julgador
263,Gab. Des. Claudio Santos na Seção Cível,True,55,826,orgao_julgador
263,Gab. Des. Cornélio Alves na Seção Cível,True,56,827,orgao_julgador
263,Gab. Des. Dilermando Mota na Seção Cível -  Juiz Convocado Dr. Ricardo Tinoco de Goes,True,57,828,orgao_julgador
263,Gab. Desª. Judite Nunes na Seção Cível,True,58,829,orgao_julgador
263,Gab. Des. Virgílio Macêdo na Seção Cível,True,59,830,orgao_julgador
